#رقم,مشكول,صنف,أصل,جنس,عدد
364,مُهْمَلٌ,مفعول,أَهْمَلَ,مذكر,مفرد
365,مُوثَقٌ,مفعول,أَوْثَقَ,مذكر,مفرد
366,مُوجَبٌ,مفعول,أَوْجَبَ,مذكر,مفرد
367,مُوجَزٌ,مفعول,أَوْجَزَ,مذكر,مفرد
368,مَوَاجِزُ,مفعول,أَوْجَزَ,,جمع
369,مُوحَى,مفعول,أَوْحَى,مذكر,مفرد
370,مُوحاة,مفعول,أَوْحَى,مؤنث,مفرد
371,مُودَعٌ,مفعول,أَوْدَعَ,مذكر,مفرد
372,مُوصَى,مفعول,أَوْصَى,مذكر,مفرد
373,مُوصاة,مفعول,أَوْصَى,مؤنث,مفرد
374,مُوفَدٌ,مفعول,أَوْفَدَ,مذكر,مفرد
375,مُولَعٌ,مفعول,أَوْلَعَ,مذكر,مفرد
376,مُومَأٌ,مفعول,أَوْمَأَ,مذكر,مفرد
377,مُومَأَةٌ,مفعول,أَوْمَأَ,مؤنث,مفرد
378,مُوهَنٌ,مفعول,أَوْهَنَ,مذكر,مفرد
379,مُؤْتَمَنٌ,مفعول,اِئْتَمَنَ,مذكر,مفرد
380,مُؤَيَّدٌ,مفعول,أَيَّدَ,مذكر,مفرد
381,مَبِيعٌ,مفعول,بَاعَ,مذكر,مفرد
382,مَبْتُورٌ,مفعول,بَتَرَ,مذكر,مفرد
383,مَبْثُورٌ,مفعول,بَثَرَ,مذكر,مفرد
384,مُبَجَّلٌ,مفعول,بجّل,مذكر,مفرد
385,مَبْحُوحٌ,مفعول,بَحَّ,مذكر,مفرد
386,مُتَبَخَّرٌ,مفعول,تبخّر,مذكر,مفرد
387,مُبَرَّدٌ,مفعول,بَرَّدَ,مذكر,مفرد
388,مُبْرَدٌ,مفعول,أبرد,مذكر,مفرد
389,مُبَرَّرٌ,مفعول,بَرَّرَ,مذكر,مفرد
390,مُبَرَّزٌ,مفعول,بَرَّزَ,مذكر,مفرد
391,مُبَرْعَمٌ,مفعول,برعم,مذكر,مفرد
392,مُبَرْقَشٌ,مفعول,برقش,مذكر,مفرد
393,مُبْرَمٌ,مفعول,أبْرَمَ,مذكر,مفرد
394,مَبْرُومٌ,مفعول,بَرَمَ,مذكر,مفرد
395,مُبَرْمَجٌ,مفعول,بَرْمَجَ,مذكر,مفرد
396,مُبَرْهَنٌ,مفعول,بَرْهَنَ,مذكر,مفرد
397,مَبْرِيٌّ,مفعول,بَرَى,مذكر,مفرد
398,مُبَسَّطٌ,مفعول,بَسَّطَ,مذكر,مفرد
399,مَبْسُوطٌ,مفعول,بَسَطَ,مذكر,مفرد
400,مَبْشُورٌ,مفعول,بَشَرَ,مذكر,مفرد
401,مُبَطَّنٌ,مفعول,بَطَّنَ,مذكر,مفرد
402,مَبْعُوثٌ,مفعول,بَعَثَ,مذكر,مفرد
403,مُبَعْثَرٌ,مفعول,بَعْثَرَ,مذكر,مفرد
404,مَبْغَى,مفعول,بَغَى,مذكر,مفرد
405,مَبْغاة,مفعول,بَغَى,مؤنث,مفرد
406,مَبَاغِي,مفعول,بَغَى,,جمع
407,مُبَلَّطٌ,مفعول,بَلَّطَ,مذكر,مفرد
408,مُبَلَّغٌ,مفعول,بَلَّغَ,مذكر,مفرد
409,مُبَلَّلٌ,مفعول,بَلَّلَ,مذكر,مفرد
410,مُبَنَّجٌ,مفعول,بَنَّجَ,مذكر,مفرد
411,مَبْنِيٌّ,مفعول,بَنَى,مذكر,مفرد
412,مَبْهُورٌ,مفعول,بَهَرَ,مذكر,مفرد
413,مُبَيَّنٌ,مفعول,بَيَّنَ,مذكر,مفرد
414,مُتَابَعٌ,مفعول,تَابَعَ,مذكر,مفرد
415,مُتَبَادَلٌ,مفعول,تَبَادَلَ,مذكر,مفرد
416,مُتَبَرْعَمٌ,مفعول,تبرعم,مذكر,مفرد
417,مُتَبَّلٌ,مفعول,تَبَّلَ,مذكر,مفرد
418,مُتَبَنَّى,مفعول,تَبَنَّى,مذكر,مفرد
419,مُتَبَنّاة,مفعول,تَبَنَّى,مؤنث,مفرد
420,مُتَجَاوَزٌ,مفعول,تَجَاوَزَ,مذكر,مفرد
421,مُتَدَاوَلٌ,مفعول,تَدَاوَلَ,مذكر,مفرد
422,مَتْرُوكٌ,مفعول,تَرَكَ,مذكر,مفرد
423,مُتَعَارَفٌ,مفعول,تَعَارَفَ,مذكر,مفرد
424,مُتَعَبَّدٌ,مفعول,تَعَبَّدَ,مذكر,مفرد
425,مَتْعُوسٌ,مفعول,تَعِسَ,مذكر,مفرد
426,مَتَاعِيسُ,مفعول,تَعِسَ,,جمع
427,مُتَكَلَّمٌ,مفعول,تَكَلَّمَ,مذكر,مفرد
428,مُتَنَاوَلٌ,مفعول,تَنَاوَلَ,مذكر,مفرد
429,مُتَنَزَّهٌ,مفعول,تَنَزَّهَ,مذكر,مفرد
430,مُتَنَصَّحٌ,مفعول,تَنَصَّحَ,مذكر,مفرد
431,مُتَنَفَّسٌ,مفعول,تَنَفَّسَ,مذكر,مفرد
432,مُتَوَفَّى,مفعول,تَوَفَّى,مذكر,مفرد
433,مُتَوَفّاة,مفعول,تَوَفَّى,مؤنث,مفرد
434,مُتَوَقَّعٌ,مفعول,تَوَقَّعَ,مذكر,مفرد
435,مُتَيَّمٌ,مفعول,تَيَّمَ,مذكر,مفرد
436,مُثَبَّتٌ,مفعول,ثَبَّتَ,مذكر,مفرد
437,مَثْرُودٌ,مفعول,ثَردَ,مذكر,مفرد
438,مُثَقَّفٌ,مفعول,ثَقَّفَ,مذكر,مفرد
439,مُثَلَّثٌ,مفعول,ثَلَّثَ,مذكر,مفرد
440,مُثَلَّجٌ,مفعول,ثَلَّجَ,مذكر,مفرد
441,مُثَمَّنٌ,مفعول,ثَمَّنَ,مذكر,مفرد
442,مُثَنَّى,مفعول,ثَنَّى,مذكر,مفرد
443,مُثَناة,مفعول,ثَنَى,مؤنث,مفرد
444,مُجَبَّرٌ,مفعول,جَبَّرَ,مذكر,مفرد
445,مَجْبُورٌ,مفعول,جَبَرَ,مذكر,مفرد
446,مَجْبُولٌ,مفعول,جَبَلَ,مذكر,مفرد
447,مُجَدَّدٌ,مفعول,جَدَّدَ,مذكر,مفرد
448,مُجَدَّرٌ,مفعول,جَدَّرَ,مذكر,مفرد
449,مَجْدُورٌ,مفعول,جَدُرَ,مذكر,مفرد
450,مَجْدُولٌ,مفعول,جَدَلَ,مذكر,مفرد
451,مَجْذُوبٌ,مفعول,جَذَبَ,مذكر,مفرد
452,مَجَاذِيبُ,مفعول,جَذَبَ,,جمع
453,مَجْذُورٌ,مفعول,جَذَرَ,مذكر,مفرد
454,مَجْذُومٌ,مفعول,جَذَمَ,مذكر,مفرد
455,مَجْرُورٌ,مفعول,جَرَّ,مذكر,مفرد
456,مُجَرَّبٌ,مفعول,جَرَّبَ,مذكر,مفرد
457,مَجْرُوحٌ,مفعول,جَرَحَ,مذكر,مفرد
458,مَجَارِيحُ,مفعول,جَرَحَ,,جمع
459,مُجَرَّدٌ,مفعول,جَرَّدَ,مذكر,مفرد
460,مُجَزَّأٌ,مفعول,جَزَّأَ,مذكر,مفرد
461,مُجَزَّأَةٌ,مفعول,جَزَّأَ,مؤنث,مفرد
462,مُجَسَّدٌ,مفعول,جَسَّدَ,مذكر,مفرد
463,مُجَسَّمٌ,مفعول,جَسَّمَ,مذكر,مفرد
464,مُجَعَّدٌ,مفعول,جَعَّدَ,مذكر,مفرد
465,مُجَفَّفٌ,مفعول,جَفَّفَ,مذكر,مفرد
466,مُجَلْجَلٌ,مفعول,جَلْجَلَ,مذكر,مفرد
467,مُجَلَّدٌ,مفعول,جَلَّدَ,مذكر,مفرد
468,مُجَمَّدٌ,مفعول,جَمَّدَ,مذكر,مفرد
469,مُجَمَّرٌ,مفعول,جَمَّرَ,مذكر,مفرد
470,مُجَمَّعٌ,مفعول,جَمَّعَ,مذكر,مفرد
471,مُجَنَّحٌ,مفعول,جَنَّحَ,مذكر,مفرد
472,مَجْنِيٌّ,مفعول,جَنَى,مذكر,مفرد
473,مَجْهُودٌ,مفعول,جَهَدَ,مذكر,مفرد
474,مُجَهَّزٌ,مفعول,جَهَّزَ,مذكر,مفرد
475,مَجْهُولٌ,مفعول,جَهِلَ,مذكر,مفرد
476,مَجَاهِيلُ,مفعول,جَهِلَ,,جمع
477,مُجَوَّفٌ,مفعول,جَوَّفَ,مذكر,مفرد
478,مُجَيَّرٌ,مفعول,جَيَّرَ,مذكر,مفرد
479,مُحَاصَرٌ,مفعول,حَاصَرَ,مذكر,مفرد
480,مَحْبُوبٌ,مفعول,حَبَّ,مذكر,مفرد
481,مُحَبَّبٌ,مفعول,حَبَّبَ,مذكر,مفرد
482,مُحَبَّرٌ,مفعول,حَبَّرَ,مذكر,مفرد
483,مَحْبُوسٌ,مفعول,حَبَسَ,مذكر,مفرد
484,مَحْبُوكٌ,مفعول,حَبَكَ,مذكر,مفرد
485,مَحْتُومٌ,مفعول,حَتَمَ,مذكر,مفرد
486,مُحَجَّبٌ,مفعول,حَجَّبَ,مذكر,مفرد
487,مَحْجُوبٌ,مفعول,حَجَبَ,مذكر,مفرد
488,مَحْجُورٌ,مفعول,حَجَرَ,مذكر,مفرد
489,مَحْجُوزٌ,مفعول,حَجَزَ,مذكر,مفرد
490,مُحَجَّلٌ,مفعول,حَجَّلَ,مذكر,مفرد
491,مَحْدُودٌ,مفعول,حَدَّ,مذكر,مفرد
492,مُحَدَّبٌ,مفعول,حَدَّبَ,مذكر,مفرد
493,مُحَدَّدٌ,مفعول,حَدَّدَ,مذكر,مفرد
494,مَحْذُوفٌ,مفعول,حَذَفَ,مذكر,مفرد
495,مَحْرُورٌ,مفعول,حَرَّ,مذكر,مفرد
496,مُحَرَّرٌ,مفعول,حَرَّرَ,مذكر,مفرد
497,مَحْرُوسٌ,مفعول,حَرَسَ,مذكر,مفرد
498,مَحْرُوقٌ,مفعول,حَرَقَ,مذكر,مفرد
499,مُحَرَّمٌ,مفعول,حَرَّمَ,مذكر,مفرد
500,مَحْرُومٌ,مفعول,حَرَمَ,مذكر,مفرد
501,مَحْزُونٌ,مفعول,حَزَنَ,مذكر,مفرد
502,مَحْسُوسٌ,مفعول,حَسَّ,مذكر,مفرد
503,مَحْسُوبٌ,مفعول,حَسَبَ,مذكر,مفرد
504,مَحَاسِيبُ,مفعول,حَسَبَ,,جمع
505,مَحْسُودٌ,مفعول,حَسَدَ,مذكر,مفرد
506,مَحْسُومٌ,مفعول,حَسَمَ,مذكر,مفرد
507,مُحَشَّى,مفعول,حَشَّى,مذكر,مفرد
508,مُحَشّاة,مفعول,حَشَّى,مؤنث,مفرد
509,مَحْصُورٌ,مفعول,حَصَرَ,مذكر,مفرد
510,مَحْصُولٌ,مفعول,حَصَلَ,مذكر,مفرد
511,مَحَاصِيلُ,مفعول,حَصَلَ,,جمع
512,مُحَصَّنٌ,مفعول,حَصَّنَ,مذكر,مفرد
513,مُحَطَّمٌ,مفعول,حَطَّمَ,مذكر,مفرد
514,مَحْظُوظٌ,مفعول,حَظَّ,مذكر,مفرد
515,مَحْظُورٌ,مفعول,حَظَرَ,مذكر,مفرد
516,مَحْفُوفٌ,مفعول,حَفَّ,مذكر,مفرد
517,مَحْفُورٌ,مفعول,حَفَرَ,مذكر,مفرد
518,مَحْفُوظٌ,مفعول,حَفِظَ,مذكر,مفرد
519,مُحَقَّقٌ,مفعول,حَقَّقَ,مذكر,مفرد
520,مُحَكَّمٌ,مفعول,حَكَّمَ,مذكر,مفرد
521,مَحْكُومٌ,مفعول,حَكَمَ,مذكر,مفرد
522,مَحْلُولٌ,مفعول,حَلَّ,مذكر,مفرد
523,مَحَاليلُ,مفعول,حَلَّ,,جمع
524,مَحْلُوجٌ,مفعول,حَلَجَ,مذكر,مفرد
525,مُحَلَّفٌ,مفعول,حَلَّفَ,مذكر,مفرد
526,مَحْمُومٌ,مفعول,حَمَّ,مذكر,مفرد
527,مُحَمَّدٌ,مفعول,حَمَّدَ,مذكر,مفرد
528,مَحْمُودٌ,مفعول,حَمِدَ,مذكر,مفرد
529,مَحْمُولٌ,مفعول,حَمَلَ,مذكر,مفرد
530,مَحْمِيٌّ,مفعول,حَمَى,مذكر,مفرد
531,مُحَنَّكٌ,مفعول,حَنَّكَ,مذكر,مفرد
532,مُحَيَّرٌ,مفعول,حَيَّرَ,مذكر,مفرد
533,مُخَاطَبٌ,مفعول,خَاطَبَ,مذكر,مفرد
534,مَخُوفٌ,مفعول,خَافَ,مذكر,مفرد
535,مَخْبُوءٌ,مفعول,خَبَأَ,مذكر,مفرد
536,مَخْبُوءَةٌ,مفعول,خَبَأَ,مؤنث,مفرد
537,مَخْبُولٌ,مفعول,خَبَلَ,مذكر,مفرد
538,مَخَابِيلُ,مفعول,خَبَلَ,,جمع
539,مَخْتُومٌ,مفعول,خَتَمَ,مذكر,مفرد
540,مَخْتُونٌ,مفعول,خَتَنَ,مذكر,مفرد
541,مُخَدَّرٌ,مفعول,خَدَّرَ,مذكر,مفرد
542,مَخْدُوعٌ,مفعول,خَدَعَ,مذكر,مفرد
543,مَخْدُومٌ,مفعول,خَدَمَ,مذكر,مفرد
544,مَخْذُولٌ,مفعول,خَذَلَ,مذكر,مفرد
545,مَخَاذِيلُ,مفعول,خَذَلَ,,جمع
546,مُخَرَّبٌ,مفعول,خَرَّبَ,مذكر,مفرد
547,مَخْرُوطٌ,مفعول,خَرَطَ,مذكر,مفرد
548,مَخْرُوقٌ,مفعول,خَرَقَ,مذكر,مفرد
549,مَخْزُونٌ,مفعول,خَزَنَ,مذكر,مفرد
550,مَخْصُوصٌ,مفعول,خَصَّ,مذكر,مفرد
551,مَخْصُورٌ,مفعول,خَصَرَ,مذكر,مفرد
552,مُخَصَّصٌ,مفعول,خَصَّصَ,مذكر,مفرد
553,مُخَضَّبٌ,مفعول,خَضَّبَ,مذكر,مفرد
554,مُخَضْرَمٌ,مفعول,خَضْرَمَ,مذكر,مفرد
555,مَخْطُوبٌ,مفعول,خَطَبَ,مذكر,مفرد
556,مُخَطَّطٌ,مفعول,خَطَّطَ,مذكر,مفرد
557,مَخْطُوفٌ,مفعول,خَطَفَ,مذكر,مفرد
558,مَخْفُورٌ,مفعول,خَفَرَ,مذكر,مفرد
559,مُخَفَّضٌ,مفعول,خَفَّضَ,مذكر,مفرد
560,مُخَفَّفٌ,مفعول,خَفَّفَ,مذكر,مفرد
561,مُخَلَّدٌ,مفعول,خَلَّدَ,مذكر,مفرد
562,مَخْلُوطٌ,مفعول,خَلَطَ,مذكر,مفرد
563,مَخْلُوعٌ,مفعول,خَلَعَ,مذكر,مفرد
564,مُخَلَّفٌ,مفعول,خَلَّفَ,مذكر,مفرد
565,مَخْلُوقٌ,مفعول,خَلَقَ,مذكر,مفرد
566,مُخَلَّلٌ,مفعول,خَلَّلَ,مذكر,مفرد
567,مَخْمُورٌ,مفعول,خَمَرَ,مذكر,مفرد
568,مُخَمَّسٌ,مفعول,خَمَّسَ,مذكر,مفرد
569,مَخْنُوقٌ,مفعول,خَنَقَ,مذكر,مفرد
570,مَدْيُونٌ,مفعول,دَانَ,مذكر,مفرد
571,مُدَبَّجٌ,مفعول,دَبَّجَ,مذكر,مفرد
572,مُدَبَّرٌ,مفعول,دَبَّرَ,مذكر,مفرد
573,مَدْبُوغٌ,مفعول,دَبَغَ,مذكر,مفرد
574,مُدَجَّجٌ,مفعول,دَجَّجَ,مذكر,مفرد
575,مَدْخُولٌ,مفعول,دَخَلَ,مذكر,مفرد
576,مَدَاخِيلُ,مفعول,دَخَلَ,,جمع
577,مُدَرَّبٌ,مفعول,دَرَّبَ,مذكر,مفرد
578,مَدْرُوسٌ,مفعول,دَرَسَ,مذكر,مفرد
579,مَدْسُوسٌ,مفعول,دَسَّ,مذكر,مفرد
580,مَدْفُوعٌ,مفعول,دَفَعَ,مذكر,مفرد
581,مَدْفُونٌ,مفعول,دَفَنَ,مذكر,مفرد
582,مُدَقَّقٌ,مفعول,دَقَّقَ,مذكر,مفرد
583,مَدْلُولٌ,مفعول,دَلَّ,مذكر,مفرد
584,مُدَلَّعٌ,مفعول,دَلَّعَ,مذكر,مفرد
585,مُدَلَّلٌ,مفعول,دَلَّلَ,مذكر,مفرد
586,مُدَلَّهٌ,مفعول,دَلَّهَ,مذكر,مفرد
587,مُدَمَّرٌ,مفعول,دَمَّرَ,مذكر,مفرد
588,مُدَمَّسٌ,مفعول,دَمَّسَ,مذكر,مفرد
589,مُدَمَّى,مفعول,دَمَّى,مذكر,مفرد
590,مُدَمّاة,مفعول,دَمَّى,مؤنث,مفرد
591,مُدَنَّسٌ,مفعول,دَنَّسَ,مذكر,مفرد
592,مَدْهُوشٌ,مفعول,دَهِشَ,مذكر,مفرد
593,مَدْهُونٌ,مفعول,دَهَنَ,مذكر,مفرد
594,مُدَوَّدٌ,مفعول,دَوَّدَ,مذكر,مفرد
595,مُدَوَّرٌ,مفعول,دَوَّرَ,مذكر,مفرد
596,مُدَوَّنٌ,مفعول,دَوَّنَ,مذكر,مفرد
597,مَذْبُوحٌ,مفعول,ذَبَحَ,مذكر,مفرد
598,مُذَبْذَبٌ,مفعول,ذَبْذَبَ,مذكر,مفرد
599,مَذْعُورٌ,مفعول,ذَعَرَ,مذكر,مفرد
600,مَذْكُورٌ,مفعول,ذَكَرَ,مذكر,مفرد
601,مُذَلَّقٌ,مفعول,ذَلَّقَ,مذكر,مفرد
602,مُذَلَّلٌ,مفعول,ذَلَّلَ,مذكر,مفرد
603,مَذْمُومٌ,مفعول,ذَمَّ,مذكر,مفرد
604,مُذَمَّمٌ,مفعول,ذَمَّمَ,مذكر,مفرد
605,مُذَنَّبٌ,مفعول,ذَنَّبَ,مذكر,مفرد
606,مُذَهَّبٌ,مفعول,ذَهَّبَ,مذكر,مفرد
607,مَذْهُولٌ,مفعول,ذَهِلَ,مذكر,مفرد
608,مُذَيَّلٌ,مفعول,ذَيَّلَ,مذكر,مفرد
609,مَرْؤُوسٌ,مفعول,رَأَسَ,مذكر,مفرد
610,مُرَاقَبٌ,مفعول,رَاقَبَ,مذكر,مفرد
611,مُرَتَّبٌ,مفعول,رَتَّبَ,مذكر,مفرد
612,مُرَتَّلٌ,مفعول,رَتَّلَ,مذكر,مفرد
613,مُرَجَّحٌ,مفعول,رَجَّحَ,مذكر,مفرد
614,مَرْجُوعٌ,مفعول,رَجَعَ,مذكر,مفرد
615,مَرَاجِيعُ,مفعول,رَجَعَ,,جمع
616,مُرَجَّلٌ,مفعول,رَجَّلَ,مذكر,مفرد
617,مُرَجَّمٌ,مفعول,رَجَّمَ,مذكر,مفرد
618,مَرْحُومٌ,مفعول,رَحِمَ,مذكر,مفرد
619,مُرَخَّصٌ,مفعول,رَخَّصَ,مذكر,مفرد
620,مَرْدُودٌ,مفعول,رَدَّ,مذكر,مفرد
621,مُرَدَّدٌ,مفعول,رَدَّدَ,مذكر,مفرد
622,مَرْدُومٌ,مفعول,رَدَمَ,مذكر,مفرد
623,مَرْذُولٌ,مفعول,رَذُلَ,مذكر,مفرد
624,مُرَزَّأٌ,مفعول,رَزَّأَ,مذكر,مفرد
625,مُرَزَّأَةٌ,مفعول,رَزَّأَ,مؤنث,مفرد
626,مَرْزُوقٌ,مفعول,رَزَقَ,مذكر,مفرد
627,مَرْسُومٌ,مفعول,رَسَمَ,مذكر,مفرد
628,مَرَاسِيمُ,مفعول,رَسَمَ,,جمع
629,مُرَشَّحٌ,مفعول,رَشَّحَ,مذكر,مفرد
630,مَرْصُوصٌ,مفعول,رَصَّ,مذكر,مفرد
631,مَرْصُودٌ,مفعول,رَصَدَ,مذكر,مفرد
632,مُرَصَّعٌ,مفعول,رَصَّعَ,مذكر,مفرد
633,مَرْصُوفٌ,مفعول,رَصَفَ,مذكر,مفرد
634,مُرَطَّبٌ,مفعول,رَطَّبَ,مذكر,مفرد
635,مَرْعُوبٌ,مفعول,رَعَبَ,مذكر,مفرد
636,مُرَعْبَلٌ,مفعول,رَعْبَلَ,مذكر,مفرد
637,مَرْعِيٌّ,مفعول,رَعَى,مذكر,مفرد
638,مَرْغُوبٌ,مفعول,رَغِبَ,مذكر,مفرد
639,مَرْفُوعٌ,مفعول,رَفَعَ,مذكر,مفرد
640,مُرَقَّعٌ,مفعول,رَقَّعَ,مذكر,مفرد
641,مُرَقَّقٌ,مفعول,رَقَّقَ,مذكر,مفرد
642,مُرَقَّمٌ,مفعول,رَقَّمَ,مذكر,مفرد
643,مَرْقُومٌ,مفعول,رَقَمَ,مذكر,مفرد
644,مُرَكَّبٌ,مفعول,رَكَّبَ,مذكر,مفرد
645,مَرْكُوبٌ,مفعول,رَكِبَ,مذكر,مفرد
646,مُرَكَّزٌ,مفعول,رَكَّزَ,مذكر,مفرد
647,مَرْمُوزٌ,مفعول,رَمَزَ,مذكر,مفرد
648,مُرَمَّشٌ,مفعول,رَمَّشَ,مذكر,مفرد
649,مَرْمُوقٌ,مفعول,رَمَقَ,مذكر,مفرد
650,مُرَمَّمٌ,مفعول,رَمَّمَ,مذكر,مفرد
651,مَرْهُوبٌ,مفعول,رَهِبَ,مذكر,مفرد
652,مَرْهُونٌ,مفعول,رَهَنَ,مذكر,مفرد
653,مُرَوَّحٌ,مفعول,رَوَّحَ,مذكر,مفرد
654,مُرَوَّعٌ,مفعول,رَوَّعَ,مذكر,مفرد
655,مُزَخْرَفٌ,مفعول,زَخْرَفَ,مذكر,مفرد
656,مَزْرُوعٌ,مفعول,زَرَعَ,مذكر,مفرد
657,مُزَرْكَشٌ,مفعول,زَرْكَشَ,مذكر,مفرد
658,مَزْعُومٌ,مفعول,زَعَمَ,مذكر,مفرد
659,مُزَفَّتٌ,مفعول,زَفَّتَ,مذكر,مفرد
660,مَزْكُومٌ,مفعول,زَكَمَ,مذكر,مفرد
661,مَزْمُومٌ,مفعول,زَمَّ,مذكر,مفرد
662,مُزَّمَّلٌ,مفعول,اِزَّمَّلَ ,مذكر,مفرد
663,مُزَوَّدٌ,مفعول,زَوَّدَ,مذكر,مفرد
664,مُزَوَّرٌ,مفعول,زَوَّرَ,مذكر,مفرد
665,مُزَوَّقٌ,مفعول,زَوَّقَ,مذكر,مفرد
666,مُزَيَّتٌ,مفعول,زَيَّتَ,مذكر,مفرد
667,مُزَيَّفٌ,مفعول,زَيَّفَ,مذكر,مفرد
668,مُزَيَّنٌ,مفعول,زَيَّنَ,مذكر,مفرد
669,مَسُودٌ,مفعول,سَادَ,مذكر,مفرد
670,مَسْؤُولٌ,مفعول,سَأَلَ,مذكر,مفرد
671,مَسْبُوتٌ,مفعول,سَبَتَ,مذكر,مفرد
672,مُسَبَّحٌ,مفعول,سَبَّحَ,مذكر,مفرد
673,مُسَبَّعٌ,مفعول,سَبَّعَ,مذكر,مفرد
674,مُسَبَّقٌ,مفعول,سَبَّقَ,مذكر,مفرد
675,مَسْتُورٌ,مفعول,سَتَرَ,مذكر,مفرد
676,مَسَاتِيرُ,مفعول,سَتَرَ,,جمع
677,مُسَتَّرَةٌ,مفعول,سَتَّرَ,مؤنث,مفرد
678,مُسَجَّلٌ,مفعول,سَجَّلَ,مذكر,مفرد
679,مَسْجُونٌ,مفعول,سَجَنَ,مذكر,مفرد
680,مَسَاجِينُ,مفعول,سَجَنَ,,جمع
681,مَسْحُوبٌ,مفعول,سَحَبَ,مذكر,مفرد
682,مَسْحُوتٌ,مفعول,سَحَتَ,مذكر,مفرد
683,مَسْحُورٌ,مفعول,سَحَرَ,مذكر,مفرد
684,مَسْحُوقٌ,مفعول,سَحَقَ,مذكر,مفرد
685,مَسَاحِيقُ,مفعول,سَحَقَ,,جمع
686,مُسَخَّرٌ,مفعول,سَخَّرَ,مذكر,مفرد
687,مُسَخَّنٌ,مفعول,سَخَّنَ,مذكر,مفرد
688,مَسْدُودٌ,مفعول,سَدَّ,مذكر,مفرد
689,مُسَدَّدٌ,مفعول,سَدَّدَ,مذكر,مفرد
690,مَسْرُورٌ,مفعول,سَرَّ,مذكر,مفرد
691,مُسَرَّحٌ,مفعول,سَرَّحَ,مذكر,مفرد
692,مَسْرُوقٌ,مفعول,سَرَقَ,مذكر,مفرد
693,مُسَطَّحٌ,مفعول,سَطَّحَ,مذكر,مفرد
694,مُسَطَّرٌ,مفعول,سَطَّرَ,مذكر,مفرد
695,مَسْطُولٌ,مفعول,سَطَلَ,مذكر,مفرد
696,مُسَعَّرٌ,مفعول,سَعَّرَ,مذكر,مفرد
697,مَسْعُورٌ,مفعول,سَعَرَ,مذكر,مفرد
698,مَسَاعِيرُ,مفعول,سَعَرَ,,جمع
699,مَسْعَى,مفعول,سَعَى,مذكر,مفرد
700,مَسْعاة,مفعول,سَعَى,مؤنث,مفرد
701,مَسَاعِي,مفعول,سَعَى,,جمع
702,مَسْفُوحٌ,مفعول,سَفَحَ,مذكر,مفرد
703,مَسْفُوكٌ,مفعول,سَفَكَ,مذكر,مفرد
704,مَسْكُوتٌ,مفعول,سَكَتَ,مذكر,مفرد
705,مَسْكُونٌ,مفعول,سَكَنَ,مذكر,مفرد
706,مَسْلُولٌ,مفعول,سَلَّ,مذكر,مفرد
707,مَسْلُوبٌ,مفعول,سَلَبَ,مذكر,مفرد
708,مساليب,مفعول,سَلَبَ,,جمع
709,مُسَلَّحٌ,مفعول,سَلَّحَ,مذكر,مفرد
710,مُسَلْسَلٌ,مفعول,سَلْسَلَ,مذكر,مفرد
711,مَسْلُوقٌ,مفعول,سَلَقَ,مذكر,مفرد
712,مَسْلُوكٌ,مفعول,سَلَكَ,مذكر,مفرد
713,مُسَلَّمٌ,مفعول,سَلَّمَ,مذكر,مفرد
714,مَسْمُومٌ,مفعول,سَمَّ,مذكر,مفرد
715,مَسْمُوحٌ,مفعول,سَمَحَ,مذكر,مفرد
716,مُسَمَّرٌ,مفعول,سَمَّرَ,مذكر,مفرد
717,مَسْمُوعٌ,مفعول,سَمِعَ,مذكر,مفرد
718,مُسَمَّى,مفعول,سَمَّى,مذكر,مفرد
719,مُسَمّاة,مفعول,سَمَّى,مؤنث,مفرد
720,مَسْنُونٌ,مفعول,سَنَّ,مذكر,مفرد
721,مُسَنَّنٌ,مفعول,سَنَّنَ,مذكر,مفرد
722,مُسَهَّدٌ,مفعول,سَهَّدَ,مذكر,مفرد
723,مُسَوَّرٌ,مفعول,سَوَّرَ,مذكر,مفرد
